repoName,repoCreatedAt,totalCommits,totalContribuors,commits
imdl-microservice,2022-03-08T12:06:47Z,11,3,"[{""author"":""ramyasreenadiminti"",""commits"":[{""committedDate"":""2022-09-07"",""additions"":4,""deletions"":2,""commitCount"":2}]},{""author"":""jay-kagita"",""commits"":[{""committedDate"":""2022-09-07"",""additions"":72,""deletions"":47,""commitCount"":5}]},{""author"":""PhaniManoharaReddy"",""commits"":[{""committedDate"":""2022-09-06"",""additions"":23,""deletions"":14,""commitCount"":2},{""committedDate"":""2022-09-02"",""additions"":29,""deletions"":11,""commitCount"":2}]}]"
canvas,2021-09-01T18:20:55Z,1,1,"[{""author"":""mastery-supriya-landge"",""commits"":[{""committedDate"":""2022-09-07"",""additions"":338,""deletions"":32,""commitCount"":1}]}]"
crm-opportunities-microservice,2022-03-25T10:06:23Z,5,5,"[{""author"":""masterybot"",""commits"":[{""committedDate"":""2022-09-08"",""additions"":1,""deletions"":1,""commitCount"":1}]},{""author"":""devangi152"",""commits"":[{""committedDate"":""2022-09-02"",""additions"":46,""deletions"":11,""commitCount"":1}]},{""author"":""thoomulasandeep"",""commits"":[{""committedDate"":""2022-09-02"",""additions"":46,""deletions"":11,""commitCount"":1}]},{""author"":""SumanthSathi"",""commits"":[{""committedDate"":""2022-09-02"",""additions"":36,""deletions"":22,""commitCount"":1}]},{""author"":""mayank-desai-mastery"",""commits"":[{""committedDate"":""2022-09-02"",""additions"":2,""deletions"":2,""commitCount"":1}]}]"
flatfile-service,2022-05-31T21:35:49Z,2,2,"[{""author"":""mounika-basetty"",""commits"":[{""committedDate"":""2022-09-06"",""additions"":1,""deletions"":1,""commitCount"":1}]},{""author"":""nirmal-mastery"",""commits"":[{""committedDate"":""2022-09-05"",""additions"":1,""deletions"":1,""commitCount"":1}]}]"
3pi-tracking-tenfour,2022-02-16T11:46:42Z,4,3,"[{""author"":""mastery-salil-juwarkar"",""commits"":[{""committedDate"":""2022-09-09"",""additions"":0,""deletions"":0,""commitCount"":2}]},{""author"":""masterybot"",""commits"":[{""committedDate"":""2022-09-08"",""additions"":16,""deletions"":16,""commitCount"":1}]},{""author"":""mastery-vishal-singh"",""commits"":[{""committedDate"":""2022-09-08"",""additions"":24,""deletions"":2,""commitCount"":1}]}]"
smoke-tests,2022-04-13T13:42:00Z,61,16,"[{""author"":""heyosj"",""commits"":[{""committedDate"":""2022-09-09"",""additions"":103,""deletions"":103,""commitCount"":5},{""committedDate"":""2022-09-07"",""additions"":153,""deletions"":0,""commitCount"":1},{""committedDate"":""2022-09-06"",""additions"":14,""deletions"":10,""commitCount"":1}]},{""author"":""mastery-sourabh-sahu"",""commits"":[{""committedDate"":""2022-09-09"",""additions"":65,""deletions"":76,""commitCount"":7}]},{""author"":""mastery-sayyad-samir"",""commits"":[{""committedDate"":""2022-09-09"",""additions"":14,""deletions"":12,""commitCount"":1},{""committedDate"":""2022-09-07"",""additions"":285,""deletions"":285,""commitCount"":1}]},{""author"":""mastery-kajal-saindane"",""commits"":[{""committedDate"":""2022-09-09"",""additions"":4,""deletions"":7,""commitCount"":2},{""committedDate"":""2022-09-08"",""additions"":2,""deletions"":2,""commitCount"":1},{""committedDate"":""2022-09-06"",""additions"":12,""deletions"":6,""commitCount"":2}]},{""author"":""mastery-nivrutti-janjal"",""commits"":[{""committedDate"":""2022-09-09"",""additions"":2,""deletions"":2,""commitCount"":1},{""committedDate"":""2022-09-08"",""additions"":2,""deletions"":2,""commitCount"":1},{""committedDate"":""2022-09-05"",""additions"":2,""deletions"":2,""commitCount"":1},{""committedDate"":""2022-09-02"",""additions"":1,""deletions"":1,""commitCount"":1}]},{""author"":""mastery-aparna-sondkar"",""commits"":[{""committedDate"":""2022-09-09"",""additions"":21,""deletions"":8,""commitCount"":1},{""committedDate"":""2022-09-08"",""additions"":999,""deletions"":847,""commitCount"":2},{""committedDate"":""2022-09-07"",""additions"":32,""deletions"":16,""commitCount"":2},{""committedDate"":""2022-09-02"",""additions"":5,""deletions"":1,""commitCount"":1}]},{""author"":""mastery-akshay-patil"",""commits"":[{""committedDate"":""2022-09-09"",""additions"":47,""deletions"":52,""commitCount"":1}]},{""author"":""mastery-chawhan-amol"",""commits"":[{""committedDate"":""2022-09-09"",""additions"":139,""deletions"":0,""commitCount"":1},{""committedDate"":""2022-09-07"",""additions"":16,""deletions"":5,""commitCount"":4},{""committedDate"":""2022-09-06"",""additions"":157,""deletions"":15,""commitCount"":2}]},{""author"":""mastery-priya-kapse"",""commits"":[{""committedDate"":""2022-09-08"",""additions"":18,""deletions"":18,""commitCount"":1},{""committedDate"":""2022-09-07"",""additions"":279,""deletions"":280,""commitCount"":1}]},{""author"":""mastery-samadhan-patil"",""commits"":[{""committedDate"":""2022-09-08"",""additions"":3,""deletions"":2,""commitCount"":1},{""committedDate"":""2022-09-07"",""additions"":292,""deletions"":293,""commitCount"":1},{""committedDate"":""2022-09-06"",""additions"":2,""deletions"":2,""commitCount"":1}]},{""author"":""mastery-bhupendra-bhadoria"",""commits"":[{""committedDate"":""2022-09-07"",""additions"":285,""deletions"":285,""commitCount"":1},{""committedDate"":""2022-09-02"",""additions"":58,""deletions"":17,""commitCount"":5}]},{""author"":""mastery-suraj-gaikwad"",""commits"":[{""committedDate"":""2022-09-06"",""additions"":28,""deletions"":18,""commitCount"":3},{""committedDate"":""2022-09-05"",""additions"":2,""deletions"":2,""commitCount"":1}]},{""author"":""mastery-suraj-tekale"",""commits"":[{""committedDate"":""2022-09-06"",""additions"":14,""deletions"":10,""commitCount"":1}]},{""author"":""ext.aksahy.patil@mastery.net"",""commits"":[{""committedDate"":""2022-09-06"",""additions"":15,""deletions"":11,""commitCount"":1},{""committedDate"":""2022-09-02"",""additions"":4,""deletions"":0,""commitCount"":1}]},{""author"":""mastery-nirmale-dinesh"",""commits"":[{""committedDate"":""2022-09-02"",""additions"":7,""deletions"":2,""commitCount"":1}]},{""author"":""mastery-bhagyashree-madam"",""commits"":[{""committedDate"":""2022-09-02"",""additions"":42,""deletions"":14,""commitCount"":3}]}]"
tf-snowflake,2020-02-26T21:55:39Z,0,0,[]
tf-tableau,2020-03-26T14:57:54Z,0,0,[]
lachesis-cli,2020-06-13T23:55:32Z,0,0,[]
outbound-connections,2020-06-11T19:01:54Z,0,0,[]
me-1492-ruby-kafka,2020-06-12T17:02:39Z,0,0,[]
tf-data-warehouse,2020-12-10T02:03:24Z,0,0,[]
mastery-resourcegroup,2020-11-18T19:25:25Z,0,0,[]
rate-quote-uploader,2020-10-21T20:01:07Z,0,0,[]
tf-stimzi-topics,2020-07-15T13:10:59Z,0,0,[]
mastery-engineering-github-management,2021-08-05T17:50:24Z,0,0,[]
continuum-keyvault,2021-07-26T16:35:55Z,0,0,[]
authorization,2021-04-12T18:36:23Z,0,0,[]
mastery-keyvault-spice-route,2021-06-29T11:38:48Z,0,0,[]
harlie-monitoring,2021-06-29T16:17:59Z,0,0,[]
cloud-engineering-adr,2021-03-17T19:39:19Z,0,0,[]
fipps-keyvault,2021-11-03T13:37:55Z,0,0,[]
computron-fipps-microservice,2021-11-09T19:57:36Z,0,0,[]
matrix-poc,2021-08-29T21:08:25Z,0,0,[]
mastery-egress-invoice-consumer,2021-11-16T11:28:57Z,0,0,[]
mastery-keyvault-alexandria,2022-02-17T10:43:50Z,0,0,[]
apollo-publish-docker,2021-08-04T19:14:17Z,0,0,[]
data-upload-keyvault,2022-03-31T07:12:01Z,0,0,[]
mastery-tasks-consumer,2021-02-09T11:54:27Z,0,0,[]
terraform-mastery-resource-group,2021-07-29T16:47:58Z,0,0,[]
Quality-Engineering,2022-06-02T15:39:36Z,0,0,[]
ts-avrogen,2022-03-27T22:35:53Z,0,0,[]
acccounting-newrelic-terraform,2022-07-21T15:43:15Z,0,0,[]
minion-data-load-cli,2021-06-14T16:56:56Z,0,0,[]
tea-route-newrelic-terraform,2022-07-13T07:59:37Z,0,0,[]
mastery-egress-driver-consumer,2022-08-16T08:57:31Z,0,0,[]
mastery-ingress-customer-consumer,2020-08-17T15:00:38Z,0,0,[]
mastery-ingress-truck-consumer,2020-09-07T19:28:18Z,0,0,[]
terraform-mastery-scimbridge,2021-09-01T15:43:43Z,0,0,[]
mastery-docker-images,2022-05-13T21:28:46Z,0,0,[]
mastery-hub-storageaccounts,2022-06-06T15:13:05Z,0,0,[]
alchemy-costquote,2021-08-18T12:52:48Z,0,0,[]
mastery-egress-incident-consumer,2021-01-25T13:24:34Z,0,0,[]
devops-poc-test-workflow,2021-11-26T10:20:13Z,3,1,"[{""author"":""mastery-charan-salian"",""commits"":[{""committedDate"":""2022-09-05"",""additions"":754,""deletions"":310,""commitCount"":3}]}]"
core-eng-node-examples,2022-08-30T21:02:10Z,0,0,[]
truck-entry-stop-event-consumer,2021-08-26T22:02:10Z,0,0,[]
loadex-utils,2021-02-15T16:47:37Z,1,1,"[{""author"":""Peter-Morrissey"",""commits"":[{""committedDate"":""2022-09-07"",""additions"":1,""deletions"":1,""commitCount"":1}]}]"
tasks,2021-12-09T16:16:14Z,2,2,"[{""author"":""alexpojman"",""commits"":[{""committedDate"":""2022-09-06"",""additions"":6,""deletions"":1,""commitCount"":1}]},{""author"":""masterybot"",""commits"":[{""committedDate"":""2022-09-03"",""additions"":442,""deletions"":154,""commitCount"":1}]}]"
ConnectionStationAPI,2021-05-18T15:08:51Z,2,2,"[{""author"":""mastery-ruturaj-patil"",""commits"":[{""committedDate"":""2022-09-08"",""additions"":38,""deletions"":0,""commitCount"":1}]},{""author"":""mastery-vijay-waghmare"",""commits"":[{""committedDate"":""2022-09-07"",""additions"":115,""deletions"":7,""commitCount"":1}]}]"
alchemy-data-service,2022-03-02T11:02:00Z,25,5,"[{""author"":""mounika-basetty"",""commits"":[{""committedDate"":""2022-09-08"",""additions"":2,""deletions"":3,""commitCount"":1},{""committedDate"":""2022-09-07"",""additions"":29,""deletions"":17,""commitCount"":1},{""committedDate"":""2022-09-06"",""additions"":4,""deletions"":1,""commitCount"":1}]},{""author"":""harishKonda"",""commits"":[{""committedDate"":""2022-09-08"",""additions"":23,""deletions"":24,""commitCount"":3},{""committedDate"":""2022-09-07"",""additions"":553,""deletions"":80,""commitCount"":1},{""committedDate"":""2022-09-06"",""additions"":11,""deletions"":2,""commitCount"":1},{""committedDate"":""2022-09-05"",""additions"":4,""deletions"":1,""commitCount"":1},{""committedDate"":""2022-09-02"",""additions"":32,""deletions"":7,""commitCount"":3}]},{""author"":""ramyasreenadiminti"",""commits"":[{""committedDate"":""2022-09-08"",""additions"":2,""deletions"":2,""commitCount"":1}]},{""author"":""sarath-mastery"",""commits"":[{""committedDate"":""2022-09-07"",""additions"":519,""deletions"":74,""commitCount"":1}]},{""author"":""deepshikhaMastery"",""commits"":[{""committedDate"":""2022-09-06"",""additions"":603,""deletions"":167,""commitCount"":11}]}]"
loadex-nestjs-template,2021-12-15T00:34:07Z,6,4,"[{""author"":""StephenMP"",""commits"":[{""committedDate"":""2022-09-07"",""additions"":7,""deletions"":4,""commitCount"":1}]},{""author"":""shanemcfadden"",""commits"":[{""committedDate"":""2022-09-07"",""additions"":7,""deletions"":4,""commitCount"":1}]},{""author"":""alexpojman"",""commits"":[{""committedDate"":""2022-09-06"",""additions"":12,""deletions"":2,""commitCount"":2}]},{""author"":""masterybot"",""commits"":[{""committedDate"":""2022-09-03"",""additions"":25,""deletions"":14,""commitCount"":1},{""committedDate"":""2022-09-02"",""additions"":79,""deletions"":14,""commitCount"":1}]}]"
loadex-devops,2021-08-12T18:15:39Z,2,2,"[{""author"":""actions-user"",""commits"":[{""committedDate"":""2022-09-08"",""additions"":287,""deletions"":278,""commitCount"":1}]},{""author"":""daniel-vitelli"",""commits"":[{""committedDate"":""2022-09-02"",""additions"":518,""deletions"":14,""commitCount"":1}]}]"
lachesis-event-processor,2020-06-02T16:43:48Z,13,4,"[{""author"":""mastery-nitish-shrivastava"",""commits"":[{""committedDate"":""2022-09-08"",""additions"":9,""deletions"":122,""commitCount"":2},{""committedDate"":""2022-09-07"",""additions"":0,""deletions"":27,""commitCount"":1}]},{""author"":""divergentnate"",""commits"":[{""committedDate"":""2022-09-07"",""additions"":11,""deletions"":96,""commitCount"":3}]},{""author"":""hannahmcdoniel"",""commits"":[{""committedDate"":""2022-09-07"",""additions"":3,""deletions"":2,""commitCount"":2},{""committedDate"":""2022-09-06"",""additions"":1,""deletions"":1,""commitCount"":1},{""committedDate"":""2022-09-02"",""additions"":439,""deletions"":283,""commitCount"":2}]},{""author"":""dbauswel"",""commits"":[{""committedDate"":""2022-09-02"",""additions"":10,""deletions"":10,""commitCount"":2}]}]"
terraform-mastery-sso-management,2021-09-07T20:24:02Z,6,2,"[{""author"":""bschoenhardt"",""commits"":[{""committedDate"":""2022-09-09"",""additions"":20,""deletions"":0,""commitCount"":1},{""committedDate"":""2022-09-08"",""additions"":28,""deletions"":0,""commitCount"":1},{""committedDate"":""2022-09-07"",""additions"":110,""deletions"":7,""commitCount"":2},{""committedDate"":""2022-09-02"",""additions"":30,""deletions"":0,""commitCount"":1}]},{""author"":""sean-mcginn"",""commits"":[{""committedDate"":""2022-09-07"",""additions"":137,""deletions"":0,""commitCount"":1}]}]"
ltl-pricing-matrix,2022-04-14T14:22:43Z,9,3,"[{""author"":""extsarveshkumar"",""commits"":[{""committedDate"":""2022-09-08"",""additions"":1,""deletions"":1,""commitCount"":1},{""committedDate"":""2022-09-07"",""additions"":11,""deletions"":11,""commitCount"":1},{""committedDate"":""2022-09-05"",""additions"":25,""deletions"":25,""commitCount"":1}]},{""author"":""SaudagarIqbal"",""commits"":[{""committedDate"":""2022-09-08"",""additions"":9,""deletions"":9,""commitCount"":2},{""committedDate"":""2022-09-03"",""additions"":66,""deletions"":6,""commitCount"":1},{""committedDate"":""2022-09-02"",""additions"":83,""deletions"":58,""commitCount"":1}]},{""author"":""rajneshgiri"",""commits"":[{""committedDate"":""2022-09-07"",""additions"":873,""deletions"":81,""commitCount"":1},{""committedDate"":""2022-09-05"",""additions"":8,""deletions"":0,""commitCount"":1}]}]"
3pi-tracking-fourkites-api,2021-06-14T19:21:36Z,0,0,[]
mastery-keyvault-babylon,2021-07-01T12:26:26Z,0,0,[]
epox-benchmark,2021-02-24T05:35:20Z,0,0,[]
mastery-keyvault-harlie,2021-07-09T17:21:53Z,0,0,[]
mastery-frontend-docker-image,2021-07-19T19:39:38Z,0,0,[]
address-cleansing-utility-api,2021-08-10T09:22:43Z,0,0,[]
data-replication,2020-06-22T18:49:27Z,0,0,[]
asdf-plugin-act,2020-05-28T17:17:03Z,0,0,[]
python-http-poc,2019-10-28T18:58:42Z,0,0,[]
locker-faust,2019-12-02T15:51:46Z,0,0,[]
Release-Management,2020-09-11T17:57:47Z,0,0,[]
thundercats-utils,2020-11-10T17:04:52Z,0,0,[]
fullstack-code-challenge-entry-level,2020-11-12T21:07:12Z,0,0,[]
thundercats-automation,2020-10-26T19:13:04Z,0,0,[]
data-development,2020-11-02T16:29:32Z,0,0,[]
consumer-for-subscription-api-template,2020-10-20T18:04:56Z,0,0,[]
ASL,2020-12-09T14:53:22Z,0,0,[]
spike-read-kafka-messages,2020-10-01T07:02:11Z,0,0,[]
tf-prometheus-stack,2020-07-24T02:22:29Z,0,0,[]
tf-k8s-psql-job,2020-07-15T14:28:01Z,0,0,[]
tf-ksqldb,2020-07-30T13:23:50Z,0,0,[]
fipps-microservice,2021-11-02T08:35:08Z,0,0,[]
minion-suite-docker,2021-09-16T13:48:35Z,0,0,[]
mastery-north-tests,2021-09-10T15:01:21Z,0,0,[]
r-dRobotFramework,2022-05-09T17:24:44Z,0,0,[]
highway-61-keyvault,2021-08-19T13:29:25Z,0,0,[]
smoke-test,2022-04-11T18:39:13Z,0,0,[]
mastery-tasks-api,2021-02-09T11:52:51Z,0,0,[]
outbound-tracking,2021-06-10T12:31:51Z,0,0,[]
mastery-pune,2022-06-16T15:37:51Z,0,0,[]
edi-monitor-test,2022-06-21T20:33:12Z,0,0,[]
mastery-crm-keyvault,2022-04-11T21:31:44Z,0,0,[]
geographies-api,2021-11-24T18:43:38Z,0,0,[]
mastery-ingress-booking-consumer,2021-05-12T16:32:07Z,0,0,[]
mastery-hub-vms,2022-05-16T19:10:14Z,0,0,[]
show-owner-vscode-extension,2022-07-05T16:02:47Z,0,0,[]
chiron-newrelic-terraform,2022-06-29T19:39:22Z,0,0,[]
aardvark-newrelic-terraform,2021-09-16T18:23:24Z,0,0,[]
lachesis-kafka-consumer-template,2020-08-11T20:16:11Z,0,0,[]
loadex-service-template,2021-02-15T16:41:26Z,0,0,[]
mastery-egress-power-consumer,2022-08-16T08:55:59Z,0,0,[]
external-api-code-standards,2022-07-11T21:51:55Z,0,0,[]
power-microservice,2021-09-09T02:31:12Z,0,0,[]
DAT-sync,2021-09-20T21:51:44Z,0,0,[]
blume-integrations,2022-03-01T21:12:09Z,0,0,[]
mastery-sql-rbac,2022-05-18T15:23:08Z,0,0,[]
launch-darkly-dashboard,2022-09-02T14:05:29Z,4,1,"[{""author"":""coreylight"",""commits"":[{""committedDate"":""2022-09-06"",""additions"":24587,""deletions"":39,""commitCount"":4}]}]"
epox-uhgs-rs,2022-06-29T21:37:12Z,3,1,"[{""author"":""austin-bren"",""commits"":[{""committedDate"":""2022-09-07"",""additions"":5142,""deletions"":9164,""commitCount"":3}]}]"
mastery-trailer-validation-service,2021-04-28T07:27:19Z,1,1,"[{""author"":""njsaeli"",""commits"":[{""committedDate"":""2022-09-07"",""additions"":0,""deletions"":1,""commitCount"":1}]}]"
cloud-infra,2022-03-30T14:28:11Z,7,4,"[{""author"":""MDavis1990"",""commits"":[{""committedDate"":""2022-09-08"",""additions"":9,""deletions"":9,""commitCount"":1},{""committedDate"":""2022-09-06"",""additions"":264,""deletions"":8,""commitCount"":2}]},{""author"":""edward-milkey"",""commits"":[{""committedDate"":""2022-09-08"",""additions"":13,""deletions"":9,""commitCount"":1}]},{""author"":""arcavaliere"",""commits"":[{""committedDate"":""2022-09-08"",""additions"":1,""deletions"":0,""commitCount"":1},{""committedDate"":""2022-09-06"",""additions"":1,""deletions"":0,""commitCount"":1}]},{""author"":""cg-mls"",""commits"":[{""committedDate"":""2022-09-08"",""additions"":3,""deletions"":3,""commitCount"":1}]}]"
carrier-api,2019-04-16T18:31:49Z,0,0,[]
hephaestus-macropoint,2020-06-01T20:30:45Z,0,0,[]
tracking-location-updates-scheduler,2020-09-17T17:37:11Z,0,0,[]
mastery-terraform-template,2020-11-18T16:01:16Z,0,0,[]
kupling,2020-12-04T22:50:24Z,0,0,[]
mimemagic,2021-03-25T14:42:26Z,0,0,[]
thoughtspot-tml-automation,2021-05-14T00:21:54Z,0,0,[]
address-api,2021-06-04T04:51:36Z,0,0,[]
mastery-keyvault-amber-route,2021-07-01T12:21:13Z,0,0,[]
mastery-rules-engine,2021-10-04T12:48:57Z,0,0,[]
fastify-swagger-example,2021-12-16T21:26:46Z,0,0,[]
raven-keyvault,2021-07-16T13:06:24Z,0,0,[]
mastery-infra-SOT,2021-07-19T13:46:32Z,0,0,[]
mastery-api-nest-graphql-poc,2021-07-20T18:37:04Z,0,0,[]
highway-61-dev-tool,2021-10-05T23:07:01Z,0,0,[]
artemis-tmc-test,2022-02-21T18:15:17Z,0,0,[]
edge-engineering-custom-code,2022-07-15T17:54:21Z,0,0,[]
mastery-interview-service,2022-06-22T19:57:24Z,0,0,[]
lair-poc,2022-06-20T16:53:05Z,0,0,[]
babylon-newrelic-terraform,2022-04-20T05:16:44Z,0,0,[]
lachesis-npm-release-action,2020-07-24T22:58:19Z,0,0,[]
mastery-error-api-sdk,2021-01-11T16:44:02Z,0,0,[]
external-api-kafka-utils,2021-07-14T02:20:30Z,0,0,[]
mastery-ingress-customer-accounting-consumer,2022-08-02T07:58:54Z,0,0,[]
external-api-egress,2022-07-12T18:09:06Z,0,0,[]
configuration-run-book,2022-07-18T16:23:07Z,0,0,[]
StrawberryShakePoC,2022-08-24T23:39:19Z,0,0,[]
alchemy-abacus,2021-08-25T14:46:33Z,0,0,[]
mastery-keyvault-chelsea-dagger,2021-08-06T06:09:55Z,2,1,"[{""author"":""mastery-aniket-adhav"",""commits"":[{""committedDate"":""2022-09-02"",""additions"":24,""deletions"":0,""commitCount"":2}]}]"
C0-T,2022-06-01T20:55:33Z,3,1,"[{""author"":""jasontumastery"",""commits"":[{""committedDate"":""2022-09-06"",""additions"":30,""deletions"":22,""commitCount"":1},{""committedDate"":""2022-09-02"",""additions"":4,""deletions"":6,""commitCount"":2}]}]"
truckertools-trucks-sync,2022-01-04T06:49:42Z,4,1,"[{""author"":""mastery-tanveer-bhatia"",""commits"":[{""committedDate"":""2022-09-02"",""additions"":20,""deletions"":20,""commitCount"":4}]}]"
crm-entity-details,2022-08-18T22:31:05Z,2,1,"[{""author"":""masterybot"",""commits"":[{""committedDate"":""2022-09-03"",""additions"":25,""deletions"":14,""commitCount"":1},{""committedDate"":""2022-09-02"",""additions"":1170,""deletions"":0,""commitCount"":1}]}]"
out-of-route,2022-02-09T20:51:44Z,1,1,"[{""author"":""masterybot"",""commits"":[{""committedDate"":""2022-09-03"",""additions"":339,""deletions"":58,""commitCount"":1}]}]"
driver-assignments,2022-01-10T23:14:33Z,4,3,"[{""author"":""shanemcfadden"",""commits"":[{""committedDate"":""2022-09-07"",""additions"":24,""deletions"":71,""commitCount"":1}]},{""author"":""masterybot"",""commits"":[{""committedDate"":""2022-09-02"",""additions"":2,""deletions"":12,""commitCount"":2}]},{""author"":""seandanmls"",""commits"":[{""committedDate"":""2022-09-02"",""additions"":1,""deletions"":2,""commitCount"":1}]}]"
bookings-newrelic-terraform,2022-07-20T11:24:11Z,1,1,"[{""author"":""mastery-vidhya-patel"",""commits"":[{""committedDate"":""2022-09-08"",""additions"":120,""deletions"":36,""commitCount"":1}]}]"
load-audit-service,2021-04-30T14:41:26Z,10,2,"[{""author"":""mastery-nitish-singh"",""commits"":[{""committedDate"":""2022-09-08"",""additions"":760,""deletions"":86,""commitCount"":4},{""committedDate"":""2022-09-07"",""additions"":67,""deletions"":96,""commitCount"":3},{""committedDate"":""2022-09-06"",""additions"":754,""deletions"":52,""commitCount"":2}]},{""author"":""mastery-Anagha-Nandanwar"",""commits"":[{""committedDate"":""2022-09-08"",""additions"":78,""deletions"":99,""commitCount"":1}]}]"
entity-configuration-api,2021-04-12T18:46:10Z,3,1,"[{""author"":""brad-lifford"",""commits"":[{""committedDate"":""2022-09-08"",""additions"":960,""deletions"":12,""commitCount"":3}]}]"
lachesis-accounting-consumer,2020-08-31T18:29:20Z,3,2,"[{""author"":""Mastery-Ankita-Magar"",""commits"":[{""committedDate"":""2022-09-08"",""additions"":33,""deletions"":2,""commitCount"":1}]},{""author"":""mastery-nitish-shrivastava"",""commits"":[{""committedDate"":""2022-09-07"",""additions"":0,""deletions"":20,""commitCount"":1},{""committedDate"":""2022-09-06"",""additions"":0,""deletions"":20,""commitCount"":1}]}]"
mastery-hub-keyvault,2022-09-08T19:30:54Z,9,1,"[{""author"":""eguttmastery"",""commits"":[{""committedDate"":""2022-09-09"",""additions"":270,""deletions"":147,""commitCount"":9}]}]"
